title,variant,price,imgUrl,link,l1,l2,inviteId,modelId,final_1688_link,price judge,update date,itemid,最大价格,tag,共有model数
MORDDA 珍珠白指甲油 18色 3D设计 适合美甲店和在家DIY_18宫格月光奶酪系列迷你帆布胶,18宫格月光奶酪系列Mini油画胶,21.74,https://cf.shopee.vn/file/vn-11134207-820l4-mimtk01hj75tab,http://shopee.vn/product/1428865786/43323273483,指甲护理,甲油胶,IVCN202604289560,228225072171,https://detail.1688.com/offer/866663807643.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i11&source=action%23offerItem%3Borigin%23shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,1688参考链接,04-28发布,43323273483,21.74282,5月,1
含60%尿素和水杨酸的润肤膏，适用于足部干裂 - 干裂足部_Rosa,罗莎,4.6,https://cf.shopee.com.br/file/br-11134207-81z1k-mi54kox2wgzl09,http://shopee.com.br/product/425963124/58251835941,足部护理,护理类,IVCN2026032525008,228796496982,https://detail.1688.com/offer/997154691748.html?spm=a26352.b28411319/2508.0.0&cosite=-&tracelog=p4p&_p_isad=1&clickid=9c224b71aa2d4006addb3e8b868bb3b7&sessionid=b29042aed4873283a37c7270a7172358,1688参考链接,04-20发布,58251835941,18.11255,4月,1
Natura 手足霜两支装（75克） - 请在聊天中选择香味 - 栗子、百香果、巴西莓、图库玛_两支装手足霜,手/脚两件套,3.45,https://cf.shopee.com.br/file/br-11134207-81ztq-mkltiakjs9vk1d,http://shopee.com.br/product/739423325/22394705588,手部护理,护手霜,IVCN2026032525042,239438561395,"https://detail.1688.com/offer/815025046710.html?spm=a26352.13672862.offerlist.1.44f21e62dnfHNL&cosite=-&tracelog=p4p&_p_isad=1&clickid=4e5a6093bdd545ce9effe312d1651f03&sessionid=27aa62f4355cffb5b07291b5c2608cb6
https://detail.1688.com/offer/857504697238.html?kj_agent_plugin=aliprice&fromkv=xytTrace%3A0b5681be17739025893512542e0e26&token=lksN9pXkhebH1LdLHedlATiiul771cL1agPLBqt6l8JFCBFPUgJRcCiBhK0l99JD&tracelog=cps&clickid=45693662b707763b2c2f121e611e81bb&targetUrl=https%3A%2F%2Fs.click.1688.com%2Ft%3Fe%3DD2DC7A927D55C03D6511A0CCA913FD65D6FA062685DFF8F7D920A558D1D5758C4B369BE324A83E744B8F19128B0D93E33FB8088B45F57B9E47F28FD2CC0E231B18AD4F779334558760FEF997084D4D5331EB6FC8DBCADED4C6C8CEEEE21320CC4BD39EA2FE12E3B14167BE384A6AA97459A456CC37B7FAAE621D04453E51F5311E420E3A80697F7B348394BC3CC3C62B9992F8828C4BE8924CBA446638CC92E88E746DC9020A373DC8C18B6DEE99004216971725F480F7876A1A60FD194F7AD40E0CAA3A69C1EF1A74191BFD3A69C10F69A993A0E84F3F4EEF69C4BA44B5E9381DDBBFE154468B56110B6C302FA3D75C%26cbu_cps_trace_flag%3Dwrite",1688参考链接,04-20发布,22394705588,27.71828,4月,1
JELIVA 双头美甲笔，Tuxi Nails [GCJ]_03，JELIVA 绿色笔,03 JELIVA 绿色画笔,2.9,https://cf.shopee.vn/file/vn-11134207-81ztc-mlef0fg2khky33,http://shopee.vn/product/1703815505/48653245316,指甲护理,美甲笔,IVCN2026032525092,267262690103,https://detail.1688.com/offer/708400092186.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.30124514.offerlist.i5&source=action%23offerItem%3Borigin%23shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,1688参考链接,04-20发布,48653245316,6.35416,4月,1
US 801 指甲磨甲器，美甲行业专用可充电指甲磨甲器_US 801 粉色,美国801号粉色,58.82,https://cf.shopee.vn/file/vn-11134207-7ra0g-m9pnj7ee1h7yff,http://shopee.vn/product/65790976/8076458182,指甲护理,打磨机,IVCN202604289570,285057752076,https://detail.1688.com/offer/583725406980.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i13&source=action%23offerItem%3Borigin%23shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,1688参考链接,04-28发布,8076458182,58.82109,5月,1
Lao Beijing Foot Patch 50pcs 老北京足贴 Wormwood Ginger Patch 艾草生姜足贴 Detox 排毒 Dampness 驱寒祛湿 Sleep Aid 助眠_Wormwood Patch 艾草足贴,Wormwood Patch 艾草足贴,4.5,https://cf.shopee.com.my/file/my-11134207-820lc-mh5w2xdrtogfae,http://shopee.com.my/product/141931829/2556342246,足部护理,足贴,IVCN2026032525158,287199846357,https://detail.1688.com/offer/981249496731.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i2&source=action%23offerItem%3Borigin%23shopee.com.my&amug_biz=oneself&amug_fl_src=awakeId_982,1688参考链接,04-20发布,2556342246,8.99415,4月,1
Luxe 新一代电动美甲烘干机 L01 150W_Luxe 新一代电动美甲烘干机 L01 150W,Luxe 新一代电动美甲烘干机 L01 150W,88.91,https://cf.shopee.vn/file/vn-11134207-7ras8-maw3sd1jylsnb7,http://shopee.vn/product/371414466/42454194484,指甲护理,美甲灯,IVCN2026032525164,290357081583,https://detail.1688.com/offer/689023096678.html?kj_agent_plugin=aliprice&fromkv=xytTrace%3A0&tracelog=cps&clickid=ec2c77e4129bbcdbbfafaede3df4d9b7&targetUrl=https%3A%2F%2Fs.click.1688.com%2Ft%3Fe%3DD2DC7A927D55C03D6511A0CCA913FD65D6FA062685DFF8F7D920A558D1D5758C4B369BE324A83E744B8F19128B0D93E33FB8088B45F57B9E47F28FD2CC0E231B18AD4F779334558760FEF997084D4D5331EB6FC8DBCADED4C6C8CEEEE21320CC4BD39EA2FE12E3B1B561757F08BE43A714B7ACBDA8F23C4AD1D558FEA47FB1713E445D5772C758A3348394BC3CC3C62B9992F8828C4BE892EDA5670A034CE9D8BB111C9B1173D7C1EA28D1D20B75039375E46C698F5F1E14B66C70D8E60BB75428AC5960F25AE648B6CCE69F841FBA872C9B9BBC3ED74ECE464AC5517086C4B3B4AC9CB687325DD111173AA93A0191F8%26cbu_cps_trace_flag%3Dwrite,1688参考链接,04-20发布,42454194484,88.91025,4月,1
【ANNIES】透明高贴片免修甲贴片，无缝延长短杏仁甲，无需雕刻，方形甲型,正方形,5.82,https://cf.shopee.vn/file/cn-11134207-820l4-mimusnkl4z5t39,http://shopee.vn/product/1582074978/49003592721,指甲护理,甲片,IVCN2026032525234,302281207863,https://detail.1688.com/offer/1011764507368.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.30124514.offerlist.i0&source=action%23offerItem%3Borigin%23shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,1688参考链接,04-20发布,49003592721,5.825,4月,1
美甲配件 - 凝胶灯/凝胶固化机_T8 CREAM,T8 KEM,94.35,https://cf.shopee.vn/file/vn-11134207-820l4-miwywr5y81kxde,http://shopee.vn/product/410299705/29030136517,指甲护理,美甲灯,IVCN202604205217,325378980599,https://detail.1688.com/offer/848742797573.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23cf.shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,1688参考链接,04-20发布,29030136517,94.35418,5月,1
10支装胶水组合，MXBON人造指甲胶水，MXBON指甲胶水_10支装MXBON胶水组合,组合 10 keo mxbon,5,https://cf.shopee.vn/file/vn-11134207-820l4-mh762c6ph5oo0f,http://shopee.vn/product/723752695/23541012702,指甲护理,胶水,IVCN202604289576,355157108252,https://detail.1688.com/offer/833772053935.html?kj_agent_plugin=aliprice&fromkv=xytTrace:2133d7d417738902680782869e0e03&token=2KiZrsZpSlhxGop80pxNyB8Fnu%2B2dz59%2Bs5xGovbO28jjtVn4ghbLb3okCDVjhvU,1688参考链接,04-28发布,23541012702,5.00976,5月,1
JELIVA 多功能凝胶涂抹刷（双头）Tuxi Nails [COVENAIL]_JELIVA 多功能凝胶涂抹刷（双头）Tuxi Nails [COVENAIL],JELIVA Tuxi Nails 多功能凝胶涂抹刷（2 个刷头）[COVENAIL],1.21,https://cf.shopee.vn/file/vn-11134207-81ztc-mlefqkgmmqyt4f,http://shopee.vn/product/1703815505/40727315066,指甲护理,美甲笔,IVCN2026032525296,365310106146,https://detail.1688.com/offer/1030832586184.html?lang=zh&kjSource=pc&fromkv=refer%3AHVDFOR2TGRCFGTSGKJLUWVCDKFGDIWKUIFGVUUKIIFNFIRKOJJMUOWKZKRIU4QZXJZJFSRKXLJGFUTZVLBMEKWSDKRGVMUKYIVMTGSKMGRMVIT2OLJKEQRJUKRGU6SSRI5GVURCRJVJTOUCOGZIT2PJ5JU111111&bizType=saasTool&customerId=alipriceLP,1688参考链接,04-20发布,40727315066,6.35312,4月,1
组合装 (401) Nghia 品牌指甲钳，哑光镀层手柄 - 碳钢材质，包含 1 个指甲钳和 1 个角质层钳。,1 个角质层修剪器，1 个指甲修剪器,27.15,https://cf.shopee.vn/file/vn-11134207-81ztc-mkdj5jio5kp104,http://shopee.vn/product/980354903/46053306707,指甲护理,死皮剪,IVCN2026032525324,395316167414,https://detail.1688.com/offer/897530374226.html?kj_agent_plugin=aliprice&fromkv=xytTrace:2108837b17739122466294219e10b6&token=yycn%2BsPZjaaM4TCWOuvI34O6tqKQtietYx2PlO5jBwdxZ%2FsVLw%2B5NQIkQzqQNVrS,1688参考链接,04-20发布,46053306707,27.15752,4月,1
Wilson laLinh_粉色凝胶去除梯头（M）,打破红色路径（M）,29.37,https://cf.shopee.vn/file/vn-11134207-820l4-mibq8fyii8zs26,http://shopee.vn/product/703710290/52603190484,指甲护理,打磨头,IVCN2026032525362,425306842071,https://detail.1688.com/offer/752473822168.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.30124514.offerlist.i0&source=action%23offerItem%3Borigin%23shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,1688参考链接,04-20发布,52603190484,29.37442,4月,1
美甲配件 - SNRQI K3 迷你光疗灯，乳白色_美甲配件 - SNRQI K3 迷你光疗灯，乳白色,美甲配件 - SNRQI K3 迷你光疗灯，乳白色,9.5,https://cf.shopee.vn/file/vn-11134207-820l4-mje0jqt79dl351,http://shopee.vn/product/410299705/18693861316,指甲护理,美甲灯,IVCN2026032525366,430422473962,https://detail.1688.com/offer/896146359206.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,1688参考链接,04-20发布,18693861316,13.97723,4月,1
皮肤护理足跟膏速效舒缓（50克）[单支/套装] [有效期至：2029年7月]_单支,单身的,4.25,https://cf.shopee.com.my/file/my-11134207-820li-mjql9rk7ywhuee,http://shopee.com.my/product/421847225/8745739032,足部护理,护理类,IVCN2026032525382,445460726863,https://detail.1688.com/offer/880452380884.html?spm=a26352.13672862.offerlist.37.44f2e574q5IjwO&cosite=-&tracelog=p4p&_p_isad=1&clickid=5a7eef1dfc5f4c40ba5d0ef1a1e2f1ec&sessionid=e0363589185e362fcaca83d4374f8f06,1688参考链接,04-20发布,8745739032,17.23279,4月,1
【后官方】后宫锦香皇家护手霜_85ml,85毫升,8.5,https://cf.shopee.vn/file/vn-11134207-7ras8-mcu4k8ncv87w93,http://shopee.vn/product/716459829/16442131493,手部护理,护手霜,IVCN2026032525406,128802506009,https://detail.1688.com/offer/817928578370.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i2&source=action%23offerItem%3Borigin%23shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,1688参考链接,04-20发布,16442131493,50.30749,4月mall,1
Le Petit Marseillais 24 小时天然护手霜，多种香味，75 毫升 - 杏仁和摩洛哥坚果 8485,杏仁和阿甘油 8485,15.75,https://cf.shopee.vn/file/vn-11134207-7ra0g-m7lrbjoa91o1ff,http://shopee.vn/product/1472275791/29880370481,手部护理,护手霜,IVCN2026032525410,139291660325,https://detail.1688.com/offer/988592389407.html?spm=a26352.13672862.offerlist.311.102e1e62ARdXHb&offerId=988592389407&sortType=&pageId=&abBizDataType=cbuOffer&hotSaleSkuId=5953128948887&trace_log=normal&uuid=fad5c7ace78246528fc4f26940e642fb&forcePC=1773916368967,1688参考链接,04-20发布,29880370481,24.88174,4月mall,1
【诗意系列】ROOPY 护手霜，蕴含植物萃取精华和草本香氛，采用独特的三重香氛配方，温和滋润，深层渗透，持久留香（花香-果香-木香）。生日礼盒之选——融雪时刻（馥郁香氛）。,雪融化的瞬间（富热尔）,11.7,https://cf.shopee.vn/file/cn-11134207-820l4-mjpfhwz5lbsx1a,http://shopee.vn/product/899151170/22714973666,手部护理,护手霜,IVCN2026032525418,156502049539,https://detail.1688.com/offer/990479524304.html?kj_agent_plugin=aliprice&fromkv=xytTrace:2133d7d417738942050024110e1119&token=ZY09mmbkk343y%2B7a5QF%2BA3GSByoCko8He%2FmmhIgTYNlJX3ncMqg0hKg4BWxggxYT,1688参考链接,04-20发布,22714973666,17.13798,4月mall,1
BB NATURAL REQAH 足跟霜 40ml，专为皲裂、干燥、瘙痒的足跟肌肤设计。天然香味，不粘腻。,BB天然滋润霜40毫升，专为皲裂、干燥、瘙痒的足跟肌肤设计。天然香味，不粘腻。,1,https://cf.shopee.com.my/file/my-11134207-820le-ml52hlrnc6pv22,http://shopee.com.my/product/897802972/20078982148,足部护理,护手霜,IVCN2026032525428,197493774883,https://detail.1688.com/offer/998162924504.html?spm=a26352.13672862.offerlist.19.44f2e574buQvYJ&cosite=-&tracelog=p4p&_p_isad=1&clickid=735c853c015f4c6e8962cdcdc380eddd&sessionid=082ac7f6f1032245319657011c2b803e,1688参考链接,04-20发布,20078982148,29.73316,4月mall,1
【诗意系列】ROOPY 护手霜，蕴含植物萃取精华和草本香氛，采用独特的三重香氛配方，温和滋润，深层渗透，持久留香（花香-果香-木香）。生日礼盒的理想之选_馥奇之夜香氛,夜之茶香（馥奇香型）,11.74,https://cf.shopee.vn/file/cn-11134207-820l4-mjpfhwzi00ef5c,http://shopee.vn/product/899151170/22714973666,手部护理,护手霜,IVCN2026032525438,220897464285,https://detail.1688.com/offer/990479524304.html?kj_agent_plugin=aliprice&fromkv=xytTrace:2133d7d417738942050024110e1119&token=ZY09mmbkk343y%2B7a5QF%2BA3GSByoCko8He%2FmmhIgTYNlJX3ncMqg0hKg4BWxggxYT,1688参考链接,04-20发布,22714973666,17.17136,4月mall,1
滴露洗手液（多种口味）250毫升（12瓶装）_敏感肌适用,敏感的,42,https://cf.shopee.com.my/file/my-11134207-820le-meqwue41ybk0b3,http://shopee.com.my/product/12725966/23145427395,手部护理,洗手液,IVCN2026032525448,231707882148,https://detail.1688.com/offer/975478510206.html?kj_agent_plugin=aliprice&fromkv=xytTrace:212b9de517738920457275890e1155&token=pM1KCS6phPyatm7Aw%2BSeiSS5WdNXIatBNq8d4szhu%2FHcsloaKflv%2FADl0y4oi6Ox,1688参考链接,04-20发布,23145427395,83.26763,4月mall,1
欧舒丹乳木果玫瑰护手霜 30ml_欧舒丹乳木果玫瑰护手霜 30ml,欧舒丹乳木果玫瑰护手霜 30毫升,17.1,https://cf.shopee.com.my/file/my-11134207-820l8-ml2y6ru0udj604,http://shopee.com.my/product/211411367/55804515977,手部护理,护手霜,IVCN2026032525460,244141803563,https://detail.1688.com/offer/990748310891.html?spm=a26352.b28411319/2508.0.0,1688参考链接,04-20发布,55804515977,39.29203,4月mall,1
UR SUGAR 50ml 卸甲凝胶，可卸甲凝胶，UV LED 清洁凝胶，指甲脱脂凝胶_🔥50ml 卸甲液,🔥50毫升卸甲油,1.05,https://cf.shopee.vn/file/sg-11134201-7rd5q-m7uj1d7cb4dt75,http://shopee.vn/product/322573526/19670169589,指甲护理,爆裂胶,IVCN2026032525466,251310101328,https://detail.1688.com/offer/929597044695.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i9&source=action%23offerItem%3Borigin%23shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,1688参考链接,04-20发布,19670169589,3.18749,4月mall,1
Mega Bell 专业修脚工具套装，含电动指甲锉和 12 个银色砂纸片，220V,银色，220伏,36,https://cf.shopee.com.br/file/sg-11134201-825zz-ml5jgfq55zia38,http://shopee.com.br/product/1186779187/28081734879,足部护理,电动磨脚器,IVCN2026032525468,253058852455,https://detail.1688.com/offer/920381067377.html?spm=a26352.13672862.offerlist.44.3e5e19a6ivQ6zv&offerId=920381067377&sortType=&pageId=&abBizDataType=cbuOffer&hotSaleSkuId=5796320693517&trace_log=normal&uuid=6d8850cabcda4912b7f7a454606a73aa&forcePC=1773907008552,1688参考链接,04-20发布,28081734879,162.17717,4月mall,1
Eveline 指甲油有助于保护和滋养指甲，使其强韧健康。12毫升_白色,白色的,6.84,https://cf.shopee.vn/file/vn-11134207-820l4-mjtc5l3rj212d2,http://shopee.vn/product/1129360299/51903813780,指甲护理,指甲护理液,IVCN2026032525484,282293095129,https://detail.1688.com/offer/898007265242.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.30124514.offerlist.i0&source=action%23offerItem%3Borigin%23shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,1688参考链接,04-20发布,51903813780,10.93641,4月mall,1
MeeGoo电动去茧器便携式可充电电动磨脚器足部护理工具_白色,白色的,32.17,https://cf.shopee.com.my/file/my-11134207-820l6-mj3yfmwe0uf710,http://shopee.com.my/product/1587820317/40677757572,足部护理,电动磨脚器,IVCN2026032525520,355393499621,https://detail.1688.com/offer/990793755193.html?lang=zh&kjSource=pc&fromkv=refer%3AHVDFOR2TGRCFGTSGKJLUWVCDKFGDINCUKNGUEWCIIVNFIT2OJJLEORJUKRDVQM2NJ5BEMV2LGZGFQTRVLJDUSVJTIZGUMWSHI4ZEGN2HIUZVIT2NLJNEQRJTKRBU6SSTI5GVUVCBLAZTGUCVHU6T2PJ5JU111111&bizType=saasTool&customerId=alipriceLP,1688参考链接,04-20发布,40677757572,42.34541,4月mall,1
【新品】[Roopy × Joke Bear] 三重香氛护手霜礼盒装 12g * 6，温和持久保湿，内含精美礼品_【新品】[Roopy × Joke Bear] 三重香氛护手霜礼盒装 12g * 6，温和持久保湿，内含精美礼品,【新品】[Roopy × 玩笑熊] 三重香氛配方护手霜礼盒装 12g * 6，温和持久保湿，内含精美礼品,22.2,https://cf.shopee.vn/file/sg-11134201-825zr-mkagy1kp1b7m8b,http://shopee.vn/product/899151170/49305814293,手部护理,护手霜,IVCN2026032525538,385524918812,https://detail.1688.com/offer/990479524304.html?kj_agent_plugin=aliprice&fromkv=xytTrace:2127a84b17739020735563032e0ef6&token=ZY09mmbkk343y%2B7a5QF%2BAxo5a6Fsvox6uUZ0WoRLu%2F9aLX4IZYLG88Jzg5n5Yv7O,1688参考链接,04-20发布,49305814293,31.08894,4月mall,1
欧舒丹乳木果足部润肤霜 150毫升_欧舒丹乳木果足部润肤霜 150毫升,欧舒丹乳木果足部润肤霜 150毫升,83,https://cf.shopee.com.my/file/my-11134207-820lh-ml68ayeekide6e,http://shopee.com.my/product/211411367/54204778767,足部护理,护手霜,IVCN2026032525544,410442389954,https://detail.1688.com/offer/994164293679.html?spm=a26352.b28411319/2508.0.0,1688参考链接,04-20发布,54204778767,159.36701,4月mall,1
美艳琼薰衣草提取物指甲真菌缓解精华液 10ml_薰衣草指甲精华,薰衣草指甲精华,4.2,https://cf.shopee.vn/file/cn-11134207-820l4-mjr0adw1hn2e23,http://shopee.vn/product/147745065/23787249421,指甲护理,指甲护理液,IVCN2026032525546,410462721804,https://detail.1688.com/offer/600520846094.html?kj_agent_plugin=aliprice&fromkv=xytTrace:21360a2e17738884374973921e1187&token=Zk0npiqKpqFS8OE%2Br0QUS72dwrPoZfXDxT8n9QyYJcs4jwGgk4pH2UeYDn9%2BUZWi,1688参考链接,04-20发布,23787249421,8.62336,4月mall,1
【买一送二】Roopy × 玩笑熊联名款三重香氛护手霜 75g，温和持久保湿，附赠精美礼品_白日梦 75g,白日梦 75克,2.5,https://cf.shopee.vn/file/cn-11134207-820l4-mkaq7lx77ksj7e,http://shopee.vn/product/899151170/57205794496,手部护理,护手霜,IVCN2026032525554,425525017351,https://detail.1688.com/offer/1006163070386.html?spm=a26352.b28411319/2508.0.0,1688参考链接,04-20发布,57205794496,17.10165,4月mall,1
【买一送二】Roopy × 玩笑熊联名款三重香氛护手霜 75g，温和持久保湿，附赠精美礼品_粉红迷雾花园 75g,粉红迷雾花园 75克,2.5,https://cf.shopee.vn/file/sg-11134201-8261r-mkap7r3gewhs87,http://shopee.vn/product/899151170/57205794496,手部护理,护手霜,IVCN2026032525556,425525017352,https://detail.1688.com/offer/1006163070386.html?spm=a26352.b28411319/2508.0.0,1688参考链接,04-20发布,57205794496,17.12029,4月mall,1
EUBOS 护手霜 100ml 和 10% 尿素足霜 100ml 组合装，深层滋润_EUBOS 护手霜 100ml 和 10% 尿素足霜 100ml 组合装，深层滋润,EUBOS 护手霜 100ml 和尿素 10% 足霜 100ml 组合装，强效保湿,20.33,https://cf.shopee.vn/file/sg-11134201-82605-mlgnbpail0jne6,http://shopee.vn/product/287481138/53105526766,手部护理,护手霜,IVCN2026032525560,430501006295,https://detail.1688.com/offer/989716307731.html?kj_agent_plugin=aliprice&fromkv=xytTrace:210702e017738874696235842e0f08&token=u8gUNXpup8fhyOLyukf9UxID8SWhdIPQe1oo9383CL6fyDBxW05OgTUGyFBph4%2F0 https://detail.1688.com/offer/994628121486.html?spm=a26352.13672862.offerlist.14.7d977351PBQakF&offerId=994628121486&sortType=&pageId=&abBizDataType=cbuOffer&trace_log=normal&uuid=e5d6600e84e94cc4a19e6eb59a807734&skuId=6136783630514&forcePC=1773887662816,1688参考链接,04-20发布,53105526766,91.71375,4月mall,1
UR SUGAR 16色4合1美甲贴片凝胶，易转印，DIY美甲，强力UV指甲油_寻找Flora🔥,寻找芙萝拉🔥,30.67,https://cf.shopee.vn/file/sg-11134201-82601-mk0rhgx898n8f8,http://shopee.vn/product/322573526/47305486883,指甲护理,甲油胶,IVCN2026032525564,440497084620,https://detail.1688.com/offer/1016964550778.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.30124514.offerlist.i3&source=action%23offerItem%3Borigin%23cf.shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,1688参考链接,04-20发布,47305486883,41.16914,4月mall,1
UR SUGAR 16色4合1美甲贴片凝胶，易转印，DIY美甲，强力UV指甲油，仙女荆棘🔥,仙女荆棘🔥,30.87,https://cf.shopee.vn/file/sg-11134201-82614-mk0rhgr3uaklf7,http://shopee.vn/product/322573526/47305486883,指甲护理,甲油胶,IVCN2026032525566,440497084621,https://detail.1688.com/offer/1016964550778.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.30124514.offerlist.i3&source=action%23offerItem%3Borigin%23cf.shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,1688参考链接,04-20发布,47305486883,41.36714,4月mall,1
Rini 浓缩凝胶绘画套装（新增棕色 - 新增肤色）（包含顾客使用凝胶绘画的真实照片） - 12 种颜色（包括棕色 - 肤色）,12种颜色（包括棕色/肤色）,27.6,https://cf.shopee.vn/file/vn-11134207-7qukw-lhsw9y99zem91b,http://shopee.vn/product/92208296/1918804636,指甲护理,甲油胶,IVCN202604205219,3279000107,https://detail.1688.com/offer/645290874981.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,1688参考链接,04-20发布,1918804636,27.60387,5月,1
NutriWorks Flexi-Patch 足贴 20 片 有效期至：2027 年 6 月 [ Flexipatch 草本足贴 Farmasi CS ]_NutriWorks Flexi-Patch 足贴 20 片 有效期至：2027 年 6 月 [ Flexipatch 草本足贴 Farmasi CS ],NutriWorks Flexi-Patch 足贴 20 片 有效期至：2027 年 6 月 [ Flexipatch 草本足贴 Farmasi CS ],3.6,https://cf.shopee.com.my/file/sg-11134201-8261z-mjo20k109zi8f1,http://shopee.com.my/product/37278739/1863130979,足部护理,足贴,IVCN202604205233,71055315461,https://detail.1688.com/offer/851519498899.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23cf.shopee.com.my&amug_biz=oneself&amug_fl_src=awakeId_982,1688参考链接,04-20发布,1863130979,41.09804,5月,1
超迷你水钻托盘，带金色脚趾盖，用于美甲装饰，约300颗。ANGELICA SMINI_异形分隔托盘 - 01,形状分隔托盘 - 01,1.8,https://cf.shopee.vn/file/vn-11134207-7r98o-lzjzegu7uqw11c,http://shopee.vn/product/265718999/4953934682,指甲护理,美甲饰品,IVCN202604205235,81204323885,https://detail.1688.com/offer/901834469289.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i11&source=action%23offerItem%3Borigin%23cf.shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,1688参考链接,04-20发布,4953934682,8.72129,5月,1
Taiff 修脚锉替换装（10支装）,Taiff 修脚锉替换装（10支装）,0.9,https://cf.shopee.com.br/file/sg-11134201-7rd72-lx1rf92hf2lle7,http://shopee.com.br/product/829025072/19838136197,足部护理,砂纸,IVCN202604205239,88173557975,https://detail.1688.com/offer/841828359253.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,1688参考链接,04-20发布,19838136197,2.746,5月,1
越南 AUNTIE 3 手脚干裂霜 - 修复手脚干裂，减少老茧（200毫升管装）_KD 手脚干裂,KD 脚后跟和手部干裂,12,https://cf.shopee.vn/file/sg-11134201-821g0-mglsyiwmnz7w99,http://shopee.vn/product/926772800/26669554699,足部护理,护手霜,IVCN202604205249,108628464946,https://detail.1688.com/offer/939672013938.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,1688参考链接,04-20发布,26669554699,38.32173,5月,1
777 画笔套装，多种尺寸（8-10-12-14-16）_8mm,8毫米,1.85,https://cf.shopee.vn/file/vn-11134207-7r98o-lvl8j1zyfzto6e,http://shopee.vn/product/1120303828/29950605246,指甲护理,美甲笔,IVCN202604205251,118363701859,https://detail.1688.com/offer/598558612654.html?spm=a26352.b28411319.offerlist.57.206c1e62Gg8MeE,1688参考链接,04-20发布,29950605246,1.85875,5月,1
STE 101 指甲磨甲器 - 含一套磨头_粉色,粉色的,44.82,https://cf.shopee.vn/file/vn-11134207-820l4-mexxteec3bbb5f,http://shopee.vn/product/1053554807/26777258017,指甲护理,打磨机,IVCN202604205255,128227044115,https://detail.1688.com/offer/730159102297.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i7&source=action%23offerItem%3Borigin%23shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,1688参考链接,04-20发布,26777258017,44.82889,5月,1
STE 101 指甲磨甲器 - 含磨头套装_黑色,黑色的,32.55,https://cf.shopee.vn/file/vn-11134207-820l4-mexxvk02598m13,http://shopee.vn/product/1053554807/26777258017,指甲护理,打磨机,IVCN202604205257,128227044116,https://detail.1688.com/offer/613309876319.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i11&source=action%23offerItem%3Borigin%23shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,1688参考链接,04-20发布,26777258017,32.55012,5月,1
HJ Nails SuperBASE HJ（液体）超耐用亮泽底油和亮油套装,SuperBASE HJ（液体）,8,https://cf.shopee.vn/file/vn-11134207-820l4-mfkop0d2tq8aab,http://shopee.vn/product/51168785/2008387145,指甲护理,甲油胶,IVCN202604205259,135789026804,https://detail.1688.com/offer/729623742726.html?spm=a26352.b28411319.offerlist.22.48361e62EzkW0t&cosite=-&tracelog=p4p&_p_isad=1&clickid=c24851ec7da04e688388f6750f7d6524&sessionid=x2BwcPpF7ZfRwwrmZtkmfMXQN2xi3FyfXhw1747903779949,1688参考链接,04-20发布,2008387145,13.74328,5月,1
